x,y
-0.0176700,0.3730400
-0.4371200,-0.4389300
0.0335200,0.4001500
0.2516000,-0.1972300
0.2516900,-0.1745800
-0.4067900,-0.4181900
0.4041800,0.0439100
0.1060600,0.3009800
0.0121000,0.3434600
0.3188700,-0.1361300
0.3254700,-0.1476400
0.1988600,-0.1154500
0.3297300,-0.1166300
0.3513600,-0.1666000
-0.3871900,-0.4285300
0.3934300,-0.2388400
-0.4331400,-0.4567800
0.2644200,-0.0903200
0.3152800,-0.1051300
-0.3920400,-0.4880600
0.1599200,-0.2444700
0.3641400,-0.1443500
0.2440200,-0.2280100
0.0314600,0.2317600
0.2752900,-0.0121800
-0.3962900,-0.4603400
0.3109800,-0.1517500
0.2892100,-0.1751700
0.1555500,-0.0703600
0.2588400,-0.1769400
0.0351400,0.3152500
-0.4589900,-0.4119300
-0.4280200,-0.4397700
0.0844100,0.3016400
-0.0874800,0.3614900
-0.0467300,0.3495400
-0.4034300,-0.4076800
-0.0175200,0.2771900
0.3593200,-0.2231600
-0.4392900,-0.4168800
0.3531200,-0.1643500
0.0994500,0.2770600
0.2568500,-0.2011000
0.3769800,-0.1589600
0.0102300,0.2005200
0.3260600,-0.1534600
0.0194700,0.3348700
-0.4232900,-0.4966300
0.3261500,-0.1409700
0.3631800,-0.0839800
0.2594500,-0.1224500
-0.0097700,0.3337500
0.2204500,-0.0611000
0.1686200,-0.0653500
0.3586200,-0.1373800
-0.0309100,0.3179200
0.3107100,-0.1584100
0.2468300,-0.1885200
0.2894300,-0.1458100
-0.4680200,-0.3906400
-0.4278700,-0.4302200
-0.4773000,-0.4436800
0.2338600,-0.2061500
0.0686800,0.3563100
0.3174900,-0.1993400
0.3516900,-0.1168300
0.3740200,-0.2510700
-0.4041700,-0.4210800
0.1663600,-0.1993300
0.2729900,-0.1924900
0.4937200,-0.1387700
0.0474300,0.2907800
0.3381000,-0.1343500
0.0542600,0.4037500
0.3420400,-0.0817600
0.2299600,-0.1831900
0.0422500,0.2197900
0.2121400,0.0036200
0.2213000,-0.2264800
-0.3836200,-0.4681400
0.2361800,-0.0780900
-0.0571100,0.4281400
-0.4708800,-0.4452000
0.0945300,0.2404400
0.2832400,-0.1917200
-0.0553800,0.3316000
0.3331400,-0.2576900
0.3367200,-0.1682800
0.2915700,-0.0593100
-0.0438400,0.4275900
-0.4202600,-0.4814700
-0.0364500,0.3405500
-0.4478500,-0.4366200
-0.0346300,0.4026000
0.1984400,-0.1351500
0.2412100,-0.1160300
-0.1040700,0.3908200
-0.4377300,-0.4306100
0.0577300,0.2154000
0.0389300,0.3260500
0.0751300,0.3520900
0.2960000,-0.1981200
-0.3883300,-0.4023700
0.2545600,-0.1824300
0.2256700,-0.1730800
0.2937000,-0.0462500
-0.0895600,0.3712600
-0.4313200,-0.4373600
0.0509000,0.3459800
0.3153800,-0.0939100
0.3877300,-0.0317400
0.2549000,-0.2242300
0.2780900,-0.1717000
-0.4312800,-0.4048200
0.2961600,-0.1154400
0.2405300,-0.1708600
0.2575200,-0.0657600
0.3333400,-0.2380000
-0.4367500,-0.4049200
-0.0421000,0.3872800
-0.0834400,0.3840400
-0.4314800,-0.4387700
0.2385800,-0.2144000
-0.4547400,-0.3980100
0.4038300,-0.1429000
0.3148800,-0.1540100
0.1037700,0.2932500
0.3421000,-0.1942300
0.3089200,-0.1273600
0.2526300,-0.2108100
-0.4127200,-0.4623500
0.1549000,-0.1848500
0.1959200,-0.1365700
-0.3954300,-0.4529100
0.0384800,0.2801800
0.3751100,-0.1827800
0.3330700,-0.1175500
0.4066100,-0.1731900
0.1410000,-0.0616600
-0.3879900,-0.4550900
-0.0596600,0.2876400
0.2687200,-0.1404000
0.2050600,-0.0280700
0.3156800,0.0242100
-0.4720100,-0.4488100
0.2457800,-0.3138400
-0.0072300,0.3996400
0.1959400,-0.1595300
0.3260100,-0.1048600
0.1815800,-0.1188300
0.0935800,0.3264100
0.0624200,0.4709700
0.2694000,-0.0752400
0.3584600,-0.1769700
0.3367800,-0.1621000
0.3240800,-0.2626000
0.3026400,-0.1312600
0.3115000,-0.1676100
0.0360600,0.3205800
0.0451100,0.3906900
0.2901300,-0.1746600
-0.4004400,-0.3937900
0.4434800,-0.2398200
-0.3887000,-0.4178900
-0.4259200,-0.4577200
0.1929500,-0.0988500
-0.4374900,-0.3977500
0.1975700,-0.1895700
0.2177700,-0.0803800
0.3090800,-0.1106200
0.2998800,-0.1748600
-0.4553500,-0.4489900
-0.4495400,-0.3860700
0.1816700,-0.1544700
0.0278800,0.4380000
0.4112600,-0.0984400
0.2691100,-0.0422000
-0.0789400,0.3009500
0.2515700,-0.1646400
-0.4260300,-0.4562700
0.2672500,-0.2406600
0.2269200,-0.1636200
0.0233200,0.3304500
0.3757400,-0.0665100
0.1631800,-0.3140600
0.3518100,-0.0173600
0.3566500,-0.1648100
0.2430400,-0.1189700
0.3023900,-0.2081800
0.1893700,-0.2881200
0.2055900,-0.2479100
0.2885000,-0.2129000
0.0128100,0.3582200
-0.0144700,0.4053300
0.3194400,-0.1011400
-0.0558600,0.3375300
0.3143400,-0.0873800
0.3365600,-0.2104800
0.4198800,-0.1437100
-0.4279500,-0.4184200
0.4082800,-0.1489100
-0.0217900,0.3600300
-0.0216300,0.3930900
0.3060100,-0.0124900
0.2558300,-0.1018800
-0.4437200,-0.4273800
0.1650100,-0.1177000
0.0389300,0.3742100
0.2718000,-0.0495000
0.2452300,-0.1430000
0.4365900,-0.1239200
0.3730600,-0.0934700
0.1117000,-0.2094400
0.1668500,-0.2372100
0.2541400,-0.1098300
-0.4859900,-0.4758100
-0.4395700,-0.4769700
0.3167800,-0.0107900
0.3390200,-0.1698400
-0.4494700,-0.4337800
0.3391300,-0.1802700
-0.4099100,-0.4099500
0.2992200,-0.1522900
-0.4814400,-0.4156400
0.2896000,-0.1187000
0.2611300,-0.0589200
0.2762800,-0.0756400
0.1738700,-0.1655800
0.2764300,0.0457400
-0.4390600,-0.4303600
0.2680200,-0.2325300
0.4260400,-0.0114900
-0.0031500,0.3609800
0.2792300,-0.1515100
0.2426400,-0.1727400
0.3568800,-0.1164800
0.3592200,-0.1361300
0.2677300,-0.1491600
-0.4817700,-0.4260600
0.3489800,-0.1898600
-0.0154700,0.3504600
-0.3853000,-0.4518300
-0.0303500,0.2585900
0.3128900,-0.0519200
0.0159700,0.2501700
0.2235900,-0.2028200
0.2402900,-0.3045100
0.2906800,-0.2566300
0.3534200,-0.1584200
-0.0554100,0.4242400
-0.1115900,0.2979700
-0.4273600,-0.4009100
0.3012000,-0.0557100
0.3565200,-0.2148200
0.2486500,-0.0833500
0.0188800,0.3504800
-0.4192400,-0.4415000
-0.4038800,-0.4822500
0.2952800,-0.1720500
0.2517200,-0.0259100
-0.4355300,-0.4309100
0.4319100,-0.1075200
0.2870900,-0.0801500
-0.0080800,0.3153500
0.3055600,-0.2434800
0.2368300,-0.0186500
-0.4236600,-0.4121800
-0.4368000,-0.4308000
0.3070100,-0.0956200
-0.4431000,-0.4471700
0.0764700,0.3616500
0.3024300,-0.1699800
0.0927300,0.2639400
0.4051900,-0.1623300
-0.4558600,-0.4290400
0.3494300,-0.2036800
0.2837400,-0.1486700
0.2126900,-0.2169000
0.0654400,0.2840100
-0.4271800,-0.4036000
0.2477900,-0.2176100
0.3170900,-0.0370600
-0.4194200,-0.4934000
-0.0344500,0.2881700
0.2981100,-0.1584000
-0.4123500,-0.4309500
0.3085400,-0.1865800
0.3430700,-0.0655000
0.2180100,0.0216400
-0.4290700,-0.4126300
0.3124300,-0.2579900
-0.4493100,-0.4043000
0.2893800,-0.0287600
0.2250000,-0.1712300
0.3331800,-0.2775500
-0.4542200,-0.4045400
0.2812900,-0.2321700
0.3507500,-0.1831200
0.3339100,-0.0812700
-0.0447300,0.3539900
-0.0109600,0.3170200
0.2768600,-0.0850800
-0.4669200,-0.4410500
0.2030300,-0.1808900
0.2112300,-0.1815200
0.0330500,0.3718900
-0.4365900,-0.4104600
0.2715000,-0.1654500
0.2389100,-0.1421200
0.3240000,-0.1858300
0.0020200,0.2589300
0.1943200,-0.1130000
0.2648000,-0.2246400
0.3300200,-0.1705700
0.3980400,-0.2176000
-0.4156400,-0.4490100
0.0364900,0.3028000
0.2033000,-0.2686400
-0.0209900,0.2947800
-0.3640700,-0.4532700
-0.4912400,-0.4236200
0.3599500,-0.1798700
0.3300000,-0.1717800
0.4376300,-0.3481200
0.2602000,-0.2167900
-0.0526100,0.3878200
0.2722200,-0.0718700
-0.3851700,-0.4372000
0.2652300,-0.1628000
0.3652700,-0.2523300
0.3365000,-0.0617900
-0.3447300,-0.4158500
0.2929600,-0.1499800
0.3892600,-0.0807900
0.0753900,-0.1897000
0.3527700,-0.0267600
0.0137100,0.3234800
-0.0043100,0.4451800
0.3544600,0.0366200
0.1458100,-0.1037300
0.1914700,-0.1471200
0.0063700,0.3071500
0.3239500,-0.1898900
-0.4408000,-0.4013900
0.3200600,-0.0766700
0.3054600,-0.2441300
0.2617200,-0.1877000
0.2698800,-0.1091400
0.3150200,-0.0632300
-0.3778600,-0.4129300
0.3884100,-0.0617300
0.2848100,-0.1383600
0.2554100,-0.1539300
-0.4506800,-0.4390800
0.3716600,-0.1595000
0.1922900,-0.1985300
0.2686200,-0.0971000
0.3247900,-0.2136100
0.2462900,-0.1830900
-0.0107500,0.3922100
0.3056900,-0.0932100
-0.4272800,-0.4496900
0.3873400,-0.0510800
0.2159900,-0.1976400
-0.4445300,-0.4476900
-0.0416900,0.2826300
0.2075500,-0.2220900
0.2866300,-0.2307700
-0.0410300,0.3013700
0.3804300,-0.2247400
-0.4136000,-0.4412500
0.3856100,-0.0683900
0.3339600,0.0084800
0.4191100,-0.1363500
-0.0292600,0.3664900
0.2903200,-0.1587500
-0.0541300,0.2657400
0.0479100,0.3769400
-0.4443500,-0.4537800
-0.0325300,0.3183900
0.1195400,-0.1597000
0.4297900,-0.1241400
0.0248700,0.2526400
-0.0870100,0.3504900
-0.0228600,0.3009800
0.3928400,-0.0687500
0.2951500,-0.2483100
0.3393100,-0.0818700
0.2013800,-0.0742200
0.3334100,-0.1648000
0.3472600,-0.2366500
0.2903600,-0.0900000
-0.4240200,-0.4955000
0.3281600,-0.1540900
0.3459000,-0.1548100
-0.4470500,-0.4648700
0.2293000,-0.2770200
0.2100200,-0.2760200
0.0038500,0.3386200
-0.1109100,0.3458600
0.2754700,-0.1630800
0.2873600,-0.1080500
0.2921600,-0.1534800
0.2847900,-0.0162900
0.0058600,0.1978000
-0.0875800,0.2479800
-0.0285500,0.3898100
0.3247600,-0.2586900
-0.4260000,-0.4361200
0.3259600,-0.1748300
-0.3924800,-0.4695500
0.2878700,-0.1112800
0.3425500,-0.0877000
-0.0448600,0.4057400
0.3016700,-0.0729300
0.2065000,-0.1217900
-0.4289900,-0.4241200
-0.0114100,0.3182000
-0.4728400,-0.4604500
0.3261700,-0.1150100
0.3009400,-0.1999300
0.4411000,-0.1884900
0.1743500,-0.2198400
0.0118100,0.2426700
-0.4254400,-0.4096100
0.3410600,-0.2263200
0.2253700,-0.0870700
0.0221400,0.4429200
-0.4264600,-0.4318200
0.2319100,-0.1502800
-0.4565500,-0.3954300
0.3454800,-0.1878300
0.0963900,-0.1531600
0.3099700,-0.1332500
0.2269600,-0.1224400
-0.4286500,-0.4401700
0.3833000,-0.1669300
0.2951600,-0.2489500
0.2963400,-0.1229800
0.3512700,-0.0640700
0.3836000,-0.1107100
0.2903300,-0.2328200
-0.0564200,0.3847500
0.3557100,-0.1021800
-0.0514400,0.3936700
0.2606400,-0.1571500
0.3351600,-0.0671100
0.3400100,-0.1447700
-0.0505400,0.3912900
-0.4166200,-0.4410700
-0.0498500,0.2781300
0.2014500,-0.1630300
0.0626500,0.3568800
0.2915700,-0.2186700
0.2853600,-0.1612500
0.4042000,-0.0000900
-0.4311100,-0.4522100
0.3676400,-0.2188300
0.2702000,-0.0669500
0.2725800,-0.0706900
0.3966400,-0.1285600
-0.4467300,-0.4119200
-0.4419300,-0.4578300
0.3077800,-0.1873600
0.3605500,-0.1134900
-0.4247800,-0.4322800
0.3980000,-0.0208800
-0.4415700,-0.4073400
0.3209000,-0.1995600
-0.0301300,0.3543400
0.3543400,-0.1284700
0.1968800,-0.1876100
-0.4457100,-0.4308700
0.1745300,-0.0668600
0.1679000,0.0073300
0.2721900,-0.0666900
0.0964100,0.3491300
-0.4576200,-0.3614200
0.2999900,-0.1692300
0.2875800,-0.1572000
-0.4686800,-0.3996300
0.2800900,-0.2709500
0.0210800,0.3923100
0.3510800,-0.2287400
0.4665600,-0.1775800
0.0715100,0.3379000
-0.4571300,-0.4189400
-0.3894300,-0.4283700
0.4111200,-0.0919900
0.4725100,-0.1951500
-0.4329200,-0.4846200
-0.4139100,-0.4094800
-0.3761000,-0.3978200
0.2691200,-0.1521300
0.3974500,-0.0797200
0.0400000,0.2756300
-0.4073000,-0.4306700
0.0017100,0.3960600
0.2557600,-0.2268400
0.2810500,-0.1191000
-0.4434800,-0.4599200
-0.0164500,0.2807000
0.0662400,0.3371900
-0.3941600,-0.4439900
0.1823200,-0.0899900
-0.4186200,-0.4300100
-0.0180900,0.2743300
0.3879100,-0.2962200
0.3469600,-0.0877700
0.2390800,-0.1513800
-0.4770200,-0.4521700
0.2929100,-0.2557100
0.2306700,-0.1028400
0.4529000,-0.1941000
0.4145900,-0.0992300
-0.3871100,-0.4479000
-0.4204300,-0.4011600
0.1507900,-0.1801400
0.2008600,-0.2296600
0.2192200,-0.1525700
0.3664700,-0.1578600
-0.3973200,-0.4318800
0.3194500,-0.1444500
0.0112000,0.3523700
-0.4369700,-0.4668800
0.3075700,-0.1112700
0.2749000,-0.0608400
0.2016900,-0.1181900
0.0040700,0.2991700
0.1363600,-0.1948800
0.1588300,-0.1099000
0.3482000,-0.0538100
0.0823900,0.2950700
-0.4359300,-0.4007400
0.3893200,-0.1017400
0.3063700,-0.2588200
0.0152200,0.3721000
-0.4310600,-0.4725600
0.0135800,0.2855100
0.3949500,-0.1364100
0.2424800,-0.0993500
0.2259700,-0.1146200
0.3188100,-0.0416200
-0.4289000,-0.4604000
0.3392400,-0.0805000
0.4623300,-0.0957900
-0.0647900,0.4464600
-0.3918300,-0.4151300
0.4274300,-0.1401400
-0.4791500,-0.4013900
0.3276400,-0.1109400
0.3185400,-0.0609300
-0.4370400,-0.4214900
-0.4489500,-0.4119200
0.1628600,-0.1072200
0.0889100,0.3128300
-0.1329800,0.3364700
-0.0892100,0.3114200
0.1190500,0.3578600
0.2044600,-0.2202700
0.2874900,-0.1115300
0.0615400,0.4031600
0.2158600,-0.0994400
0.2477600,-0.2324500
0.1474900,-0.2711400
-0.4222400,-0.4299400
0.1982300,-0.1277000
0.2452000,-0.0470500
0.2481100,-0.2134300
-0.0658200,0.3344500
-0.4056700,-0.4224400
0.2442300,-0.2155100
0.3256500,-0.1348300
0.3593900,-0.2056500
-0.4194700,-0.4351200
0.3286900,-0.1770600
0.1805400,-0.1159800
-0.4368800,-0.4195500
0.2639500,-0.2294400
-0.4658400,-0.4326800
-0.4764000,-0.4102300
0.2428500,-0.2026700
-0.0376500,0.2672300
0.2853400,-0.2352100
-0.0853500,0.2625000
0.3244000,-0.1422900
0.2803600,-0.1767200
-0.4840000,-0.4390500
-0.0326200,0.3364000
0.1902700,-0.0849700
-0.4658000,-0.4168800
-0.4464700,-0.4364500
-0.4087700,-0.4432400
-0.4342800,-0.4367600
0.3617500,-0.3112700
0.2846600,-0.0398500
-0.4313200,-0.3976600
-0.4050800,-0.4407400
0.2302900,-0.2825900
-0.0395000,0.3591300
0.0257600,0.2958300
0.1917600,-0.2082600
-0.4192300,-0.3733200
-0.3975500,-0.3986300
0.2505100,-0.0198200
0.1195100,0.4377200
0.2085800,-0.0155400
0.0819100,-0.1128900
0.2504200,-0.1569200
-0.3563600,-0.4098800
-0.0005100,0.2710400
0.2409300,-0.0932800
0.2148300,-0.0841600
0.2245900,0.0144500
-0.0192600,0.3500000
0.3365800,-0.0681600
0.3030700,-0.1238800
0.3062200,-0.2207200
0.3466900,-0.1952700
-0.0225900,0.4429200
0.2176800,-0.1102900
0.3111800,-0.1039800
0.3877100,-0.2612300
0.3377200,-0.1073800
0.3386200,-0.1480900
0.0773000,0.4322400
-0.0178300,0.4198500
0.2561600,-0.2032600
0.2881000,-0.1708200
0.2704300,-0.0897500
-0.4494900,-0.4142200
0.2852100,-0.0093700
-0.4390100,-0.4680400
0.3960100,-0.1568200
0.2779100,-0.0904600
-0.4440000,-0.3965600
0.2536600,-0.2422900
0.2722600,-0.0841000
0.1185200,0.4173700
-0.0101300,0.2674800
0.2568400,-0.2455700
0.3030700,-0.0659800
0.2173500,-0.1980100
-0.4230100,-0.4649000
0.2087000,-0.2420600
0.2708500,-0.1402200
-0.3743200,-0.4651200
-0.4086800,-0.4300200
-0.4181400,-0.4868600
0.2212500,0.0115700
0.3333300,0.0329200
-0.0219100,0.2708200
-0.5145700,-0.4230200
0.2899600,-0.1949000
0.0335000,0.3512400
0.2748800,-0.1061500
0.1216100,-0.0361200
0.2609200,-0.1941600
0.2842900,0.0081800
0.2641400,-0.0431900
-0.1210300,0.2888100
-0.0050900,0.3084800
0.4168700,-0.0424000
0.1716800,-0.0740400
-0.3899000,-0.4633900
-0.4885900,-0.4463300
0.2682100,0.0187600
-0.0264700,0.3716000
-0.4444800,-0.4753200
0.1465200,-0.1074000
0.2707000,-0.0292500
0.2603100,-0.0567000
0.2707800,-0.1593200
0.2633100,-0.1459400
-0.0112500,0.2240400
-0.4698100,-0.4326900
0.1943900,-0.2612800
-0.0251500,0.2010700
0.2943100,-0.1544900
-0.4187600,-0.4052200
-0.4356400,-0.4514200
0.2453600,-0.1413400
0.2660000,-0.1022300
0.2026600,-0.2929400
0.3924900,-0.1408500
0.3151500,-0.2090300
0.3045200,-0.1631800
0.3151900,-0.0942000
0.3269900,-0.1130400
0.0396800,0.3194700
0.4046600,-0.1238400
-0.3705500,-0.3693000
0.1942600,-0.1439700
0.0070400,0.3252000
0.2723500,-0.0872900
0.0754500,0.3470400
-0.4023300,-0.4486100
0.3215300,-0.0722200
0.4582700,-0.0705500
0.2068500,-0.0790600
0.3839400,-0.1061700
0.3448700,-0.1424900
0.4340100,-0.1806100
0.3170800,-0.2850200
-0.4519600,-0.4344700
0.3030900,-0.0722800
0.2315000,-0.1640300
0.2370300,-0.1773200
0.2935500,-0.0883300
0.3234400,-0.0352200
0.2366600,-0.1209600
0.3133900,-0.0909300
0.3694200,-0.2362700
0.1837900,-0.1656900
-0.0762100,0.3867900
0.3438000,-0.1548200
0.3084700,-0.2246700
0.2148700,-0.1966200
0.2791900,-0.2883600
-0.4165600,-0.5077400
0.4065600,-0.1849500
-0.0035200,0.3344100
0.3570100,-0.2394300
0.3003800,-0.1522900
-0.0696800,0.3338900
0.3070300,-0.2522700
0.2474800,-0.2432100
-0.4031900,-0.4076900
0.2991500,-0.2630000
-0.0430400,0.3442800
0.2965300,-0.1432500
0.2738400,-0.2275300
0.3318900,-0.1159600
0.2684600,-0.1237900
-0.3961800,-0.4574800
0.1528500,-0.1717500
-0.0485800,0.3679200
0.1796400,-0.2638500
0.3975300,-0.1031200
0.2728200,-0.0891200
0.0176900,0.3414300
0.3051700,-0.1887100
0.2589800,-0.0783400
0.2423300,-0.1295900
0.2201000,-0.1960300
-0.0127300,0.3940000
0.1770000,-0.0130200
0.2606300,-0.1215200
-0.4405900,-0.4300700
-0.4194600,-0.4373600
0.1306100,-0.2004100
0.4190100,-0.1623400
0.1495600,-0.0571500
0.0098200,0.3112000
0.3024800,-0.1465900
0.0065300,0.3033200
0.4423200,-0.1540600
0.4100200,-0.1243600
-0.4252400,-0.4045900
0.1611400,-0.2396000
0.0007600,0.3714000
-0.4290300,-0.3944600
-0.4063800,-0.4741300
0.0474900,0.3203700
0.2105200,-0.1693800
0.0456100,-0.0400200
0.3306600,-0.2734700
-0.4618200,-0.4317600
0.2165600,-0.1694800
0.3311300,-0.1476300
-0.4323600,-0.4273600
0.4383700,-0.1146800
-0.4188100,-0.4051800
0.3157500,-0.2244400
-0.4286600,-0.4370300
0.2529300,-0.1343100
-0.4600300,-0.4490300
0.3882500,-0.0581400
0.0041800,0.3509100
0.2370200,-0.1849800
0.2851600,-0.2355200
0.2664000,-0.2185700
0.2687500,-0.2484800
0.3122500,-0.1089000
-0.4431700,-0.4550900
0.2200900,-0.0417700
0.2404200,-0.0648900
-0.4348300,-0.4500600
-0.4325100,-0.4494000
0.3425900,-0.0902100
-0.3958900,-0.3672800
0.3696200,-0.0318400
0.3458900,-0.1453300
0.3078900,-0.1273200
0.2391800,-0.1135000
-0.4456300,-0.4269700
-0.4024300,-0.4503900
-0.4153500,-0.3854100
0.3047900,-0.1260000
0.4240800,-0.1805600
-0.4311400,-0.4736600
0.0378800,0.3096100
0.1328700,-0.1400400
0.1855100,-0.1665500
0.0203100,0.3773200
0.3365700,-0.2017900
0.4148300,-0.2383300
0.1384700,-0.2349400
0.2909300,-0.1544800
0.3296500,-0.1386100
0.3519100,-0.1920800
-0.4225100,-0.4323400
0.2709700,-0.1236700
0.3408000,-0.2324500
0.2163400,-0.1150500
0.3021200,-0.0641100
0.2308600,-0.1827700
-0.4267400,-0.4553400
-0.4317600,-0.4247700
0.2362300,-0.0609700
0.0976300,-0.0986900
0.2416800,-0.2239900
0.1707400,-0.0707400
0.3511600,-0.1406400
0.2864400,-0.1927100
0.2347900,-0.1739800
0.2527000,-0.1886000
0.3028900,-0.1916300
0.3695100,-0.2531900
-0.0012900,0.3843700
0.2505100,-0.0595100
0.4314700,-0.1957100
-0.4515100,-0.4318100
0.3481400,-0.0962100
0.2429400,-0.1290000
-0.4047900,-0.4441800
0.3875700,-0.2038600
0.1200900,0.2210500
-0.0472400,0.3365200
0.2722100,-0.2002400
-0.0134300,0.3378100
-0.4309600,-0.4552700
-0.0756000,0.4157700
0.3697300,-0.1018000
0.4709100,-0.0713300
0.2839200,-0.0502200
0.0842600,0.3683200
0.2834300,-0.0599100
-0.4060700,-0.4388400
0.0265300,0.1525000
0.2434300,-0.1197900
0.2835700,-0.1138100
0.2981100,-0.0967100
0.2748300,-0.0670900
0.2215800,-0.0809100
0.3188900,-0.2143900
-0.4638400,-0.4286200
0.0372500,0.3079700
0.1769700,-0.1922900
-0.4688500,-0.4182300
0.2312500,-0.2414500
-0.0327400,0.3236600
0.3094500,-0.1649900
0.0662000,-0.0955800
-0.1418100,0.3830600
0.1718800,-0.1507000
0.0002000,0.2558400
0.2814800,-0.1044100
0.0849500,0.3670600
-0.0116500,0.3409100
0.3388100,-0.1516100
-0.4223300,-0.4356000
0.2679500,-0.1727200
-0.4606000,-0.3806400
0.1618400,-0.2046400
0.0023300,0.2839700
0.2454200,-0.0317200
0.0403800,0.3760900
0.0723700,0.2607600
-0.4507500,-0.4741000
0.2249400,-0.2398500
0.2777200,-0.0681900
0.3267800,-0.1612800
0.2836500,-0.1789700
0.2242300,-0.1587800
0.2839600,-0.1870800
0.2615100,-0.1346000
0.1877900,-0.1002500
0.2524700,-0.1066600
0.0078200,0.3453200
-0.0291900,0.4756300
-0.4504800,-0.4363100
0.3613800,-0.3778900
0.1248200,0.3548300
0.3212200,-0.1542400
-0.4132600,-0.4160800
0.1773400,-0.1046900
-0.4523800,-0.4349700
0.2419000,-0.0971900
-0.4116400,-0.4167000
-0.4117400,-0.4289000
-0.4309300,-0.4528100
0.2178000,-0.1030600
-0.4057600,-0.4059000
0.1861600,-0.1425200
-0.4934600,-0.4614800
0.2120500,-0.3716900
0.2546200,-0.0346400
0.3637200,-0.2021600
-0.0311400,0.3765300
0.2525100,-0.1139300
0.1408100,-0.2255100
0.2813800,-0.1538700
0.2768800,-0.0644600
0.2590900,-0.2140700
0.3719300,-0.1003400
0.3920300,-0.1940100
0.1172600,-0.1934800
0.0885600,0.3162500
0.2069100,-0.1304600
0.3424000,-0.1484500
0.2282500,-0.1865100
-0.0229600,0.4305600
0.2226000,-0.0689900
0.3515700,-0.2130600
0.0817600,0.3128100
0.3892900,-0.2623700
0.3703600,-0.0915800
0.2819800,-0.1132600
0.3176000,-0.2053500
0.2664200,-0.1932400
0.3583500,-0.1051000
0.2899100,-0.1896300
0.2458500,-0.1604600
0.0653600,0.3510400
0.0247600,0.3579500
0.2878100,-0.0999500
0.0166400,0.2949600
0.0142600,0.3370700
-0.0806100,0.3823600
0.2033200,-0.1219500
0.0637800,0.3875000
-0.3856600,-0.4314500
0.1995700,-0.0743600
0.2251700,-0.0830000
-0.0625800,0.4058400
-0.4549500,-0.4464400
0.1764500,-0.0984500
-0.4290900,-0.3808900
0.3814600,-0.1474300
0.3637200,-0.1027000
0.3716600,-0.2633700
0.2715200,-0.1136400
0.3214700,-0.0461200
0.3230400,-0.1428300
0.0577500,0.2498100
0.2674700,-0.2081600
0.2791800,-0.1807400
-0.4360400,-0.3976900
0.3087700,-0.2478500
-0.4838300,-0.4499100
0.3543500,-0.0513400
0.2226800,-0.1024400
0.3349300,-0.1324400
0.2936400,-0.1270300
-0.4388900,-0.3830200
0.3030600,-0.1398700
0.3264400,-0.0948600
0.1835800,-0.0879800
-0.4432200,-0.4376000
0.3407500,-0.1260100
0.2714000,-0.1860000
0.2316400,-0.0260300
0.3716600,-0.2896700
0.2285200,-0.2079300
0.3367800,-0.1717000
0.3829300,-0.1980900
-0.4300000,-0.3909900
-0.4281700,-0.4191400
-0.4263600,-0.5000400
-0.4121200,-0.4023200
0.3393200,-0.0507100
0.4033700,-0.1696800
0.2299700,-0.0347800
-0.0605500,0.3859500
-0.5065600,-0.4030400
0.3539900,-0.2140100
-0.4209200,-0.4189200
0.2024200,-0.1374700
0.4096800,-0.1122800
0.1239600,-0.1604400
0.2769800,-0.0630900
-0.4552600,-0.4090200
0.2248800,-0.0168100
-0.4422300,-0.4307400
0.3214000,-0.0778800
-0.0350600,0.3653200
0.2723500,-0.0359900
-0.4080500,-0.4250400
-0.4004100,-0.4488000
0.3103800,-0.1224900
0.0273400,0.2624200
0.0523600,0.3926600
0.3478000,-0.1611200
0.2311500,-0.2181000
0.2483800,-0.2906900
0.1931100,-0.0309900
0.2985700,-0.1320300
0.3430100,-0.1671600
-0.4127800,-0.4249800
-0.1226800,0.2827100
0.0284000,0.3469700
0.3131400,-0.0600800
0.3042100,-0.1517100
0.2519600,-0.1596700
-0.3981800,-0.4548600
0.2362700,-0.1309800
0.2812400,-0.1464700
0.2095600,-0.1052900
0.1636900,-0.1503600
-0.0123600,0.3357000
0.1438100,0.1046300
0.4180000,-0.1342800
-0.4777900,-0.4248200
-0.0171300,0.3609000
0.2829500,0.0481100
0.3169900,-0.0717200
0.0456100,0.2831800
-0.4133200,-0.4241400
-0.4620100,-0.4233500
0.1345300,-0.1846900
-0.0140600,0.3256100
0.2848200,-0.1634900
0.3035300,-0.0829400
-0.4452300,-0.4061600
0.3687500,-0.1681100
0.3369900,-0.0548400
0.2081900,-0.0671200
0.2641700,-0.1583000
0.0227700,0.3682600
0.0447500,0.4214500
-0.4385300,-0.4365500
0.3285600,-0.0548600
0.2765200,-0.2688500
0.4177000,-0.0996500
0.2996200,-0.2298500
0.3156700,-0.0070200
0.3406600,-0.1073100
0.3133000,-0.1198700
-0.3594700,-0.4291400
0.3016700,-0.2422300
0.3595400,-0.2656000
0.3458000,-0.1168700
0.3223100,-0.1004800
0.2216800,-0.2469400
0.3441300,-0.1425500
0.0237600,0.3151800
0.3341300,-0.3331100
0.1991900,-0.0917200
-0.3806000,-0.4251300
0.3412300,-0.1087200
0.2111700,-0.1064300
0.3376100,-0.1502700
0.1761300,-0.2296100
0.4011300,-0.2475300
0.0264700,0.3791400
0.2770200,-0.1033300
0.1689600,-0.2064300
-0.0783800,0.4008200
